epoch,train_loss,train_auc,val_loss,val_auc
1,0.5447339,0.0,0.71771806,0.7028095574563609
2,0.56541777,0.7028095574563609,0.7152487,0.7143104531655511
3,0.59098244,0.7143104531655511,0.71427095,0.7208261521352153
4,0.5030449,0.7208261521352153,0.69792694,0.7243941933548207
5,0.7484899,0.7243941933548207,0.70475936,0.726174418586699
6,0.39244002,0.726174418586699,0.69364846,0.729533135064506
7,0.7421483,0.729533135064506,0.6909365,0.7318151221236825
8,0.48893672,0.7318151221236825,0.6828853,0.7318151221236825
9,0.63332564,0.7318151221236825,0.6959256,0.732960039688074
10,0.7088139,0.732960039688074,0.6936674,0.733301752358152
11,0.8113893,0.733301752358152,0.71346474,0.7349964207656319
12,0.6792444,0.7349964207656319,0.69418705,0.7359773008095605
13,0.46855873,0.7359773008095605,0.69484174,0.7372937179933851
14,0.5262253,0.7372937179933851,0.67800677,0.7372937179933851
15,0.44124842,0.7372937179933851,0.6805986,0.7372937179933851
16,0.34266314,0.7372937179933851,0.6907269,0.7372937179933851
17,0.46791387,0.7372937179933851,0.6957958,0.7372937179933851
18,0.5497918,0.7372937179933851,0.7059866,0.7372937179933851
19,0.55545527,0.7372937179933851,0.68780017,0.737348783137509
20,0.41630858,0.737348783137509,0.7125011,0.7384135474664116
21,0.4630615,0.7384135474664116,0.69765925,0.7388118691631591
22,0.6671341,0.7388118691631591,0.71437454,0.7388118691631591
23,0.558826,0.7388118691631591,0.7326769,0.7388118691631591
24,0.48704156,0.7388118691631591,0.7276225,0.7388118691631591
25,0.43932307,0.7388118691631591,0.7333583,0.7388118691631591
26,0.43444258,0.7388118691631591,0.7336051,0.7388118691631591
27,0.6937766,0.7388118691631591,0.73581415,0.7395319617137714
28,0.5784151,0.7395319617137714,0.7260077,0.7395319617137714
29,0.3928896,0.7395319617137714,0.75309,0.7395319617137714
30,0.6831535,0.7395319617137714,0.71974194,0.7395319617137714
31,0.4683538,0.7395319617137714,0.7520695,0.7395319617137714
32,0.4487483,0.7395319617137714,0.74532026,0.7395319617137714
33,0.5060662,0.7395319617137714,0.7583536,0.7395319617137714
34,0.7015183,0.7395319617137714,0.78088427,0.7395319617137714
35,0.52447295,0.7395319617137714,0.75807935,0.7395319617137714
36,0.57439876,0.7395319617137714,0.76374626,0.7395319617137714
37,0.34689784,0.7395319617137714,0.7820834,0.7395319617137714
38,0.5535253,0.7395319617137714,0.7359193,0.7395319617137714
39,0.6129482,0.7395319617137714,0.743308,0.7395319617137714
40,0.60551953,0.7395319617137714,0.7770693,0.7395319617137714
41,0.59885097,0.7395319617137714,0.7550198,0.7395319617137714
42,0.6397966,0.7395319617137714,0.79286075,0.7395319617137714
43,0.7063836,0.7395319617137714,0.7813734,0.7395319617137714
44,0.4259314,0.7395319617137714,0.7616227,0.7395319617137714
45,0.42956975,0.7395319617137714,0.7522657,0.7395319617137714
46,0.4909098,0.7395319617137714,0.7727655,0.7395319617137714
47,0.7350737,0.7395319617137714,0.7537421,0.7395319617137714
48,0.38748214,0.7395319617137714,0.7491483,0.7395319617137714
49,0.3359926,0.7395319617137714,0.76619434,0.7395319617137714
50,0.53127,0.7395319617137714,0.7764799,0.7395319617137714
