epoch,train_loss,train_auc,val_loss,val_auc
1,0.41290975,0.0,0.7540195,0.7652637234432904
2,0.57785165,0.7652637234432904,0.74260694,0.7759973095273507
3,0.53857607,0.7759973095273507,0.76975673,0.7759973095273507
4,0.51477903,0.7759973095273507,0.7518518,0.7768562228501821
5,0.61426616,0.7768562228501821,0.76143515,0.7805090489529131
6,0.60399145,0.7805090489529131,0.76529574,0.7805090489529131
7,0.41407478,0.7805090489529131,0.74954784,0.781958497349411
8,0.6984327,0.781958497349411,0.766146,0.781958497349411
9,0.8250629,0.781958497349411,0.76044726,0.7842779235603167
10,0.5968017,0.7842779235603167,0.74785674,0.7842779235603167
11,0.6490732,0.7842779235603167,0.76610446,0.7842779235603167
12,0.48477304,0.7842779235603167,0.79335976,0.7843857380247463
13,0.7893874,0.7843857380247463,0.7715361,0.7843857380247463
14,0.35691303,0.7843857380247463,0.7651788,0.7843857380247463
15,0.44771975,0.7843857380247463,0.74153066,0.7843857380247463
16,0.47337762,0.7843857380247463,0.761601,0.7843857380247463
17,0.59698904,0.7843857380247463,0.80818915,0.7843857380247463
18,0.39962184,0.7843857380247463,0.77500147,0.7843857380247463
19,0.6843636,0.7843857380247463,0.75278735,0.7843857380247463
20,0.69324887,0.7843857380247463,0.7815522,0.7843857380247463
21,0.46895337,0.7843857380247463,0.79103124,0.7843857380247463
22,0.4072364,0.7843857380247463,0.78300667,0.7843857380247463
23,0.83216876,0.7843857380247463,0.7907198,0.7843857380247463
24,0.25301245,0.7843857380247463,0.7759017,0.7843857380247463
25,0.7680142,0.7843857380247463,0.7583883,0.7843857380247463
26,0.25577495,0.7843857380247463,0.7896372,0.7843857380247463
27,0.732543,0.7843857380247463,0.8630109,0.7843857380247463
28,1.1706624,0.7843857380247463,0.7853565,0.7843857380247463
29,0.47678939,0.7843857380247463,0.76945215,0.7843857380247463
30,0.59362763,0.7843857380247463,0.7913065,0.7843857380247463
31,0.93277824,0.7843857380247463,0.77505994,0.7843857380247463
32,0.57974577,0.7843857380247463,0.7778139,0.7843857380247463
33,0.4347481,0.7843857380247463,0.7543106,0.7843857380247463
34,0.47357598,0.7843857380247463,0.7414521,0.7843857380247463
35,0.3112306,0.7843857380247463,0.7632085,0.7843857380247463
36,0.30296156,0.7843857380247463,0.8102492,0.7843857380247463
37,0.41492617,0.7843857380247463,0.89367115,0.7843857380247463
38,0.38897648,0.7843857380247463,0.8550608,0.7843857380247463
39,0.5908132,0.7843857380247463,0.85232824,0.7843857380247463
40,0.3870757,0.7843857380247463,0.90457666,0.7843857380247463
41,0.47760203,0.7843857380247463,1.0014141,0.7843857380247463
42,0.30961758,0.7843857380247463,0.8591261,0.7843857380247463
43,0.6981151,0.7843857380247463,0.99953264,0.7843857380247463
44,0.30649543,0.7843857380247463,0.985934,0.7843857380247463
45,0.51193714,0.7843857380247463,1.0840403,0.7843857380247463
46,0.688562,0.7843857380247463,1.1222657,0.7843857380247463
47,0.47660702,0.7843857380247463,1.1327527,0.7843857380247463
48,0.27568376,0.7843857380247463,1.3810892,0.7843857380247463
49,0.5708896,0.7843857380247463,1.2110906,0.7843857380247463
50,0.46055532,0.7843857380247463,1.2664798,0.7843857380247463
